2000
63 331
2 30 38
1 26 3
2 30 45
1 19 4
2 2 30
2 12 45
2 21 44
2 30 43
2 4 32
2 9 24
2 41 43
1 35 0
1 28 -1
2 34 40
1 1 -3
2 0 38
1 26 0
1 36 4
1 14 3
2 16 32
1 30 4
2 27 46
1 27 4
1 18 4
1 15 1
2 25 25
1 41 -1
2 17 29
2 22 28
2 2 4
2 18 36
1 15 -5
1 39 -2
1 33 -4
1 37 1
1 12 3
1 2 4
1 25 3
1 3 1
2 39 44
1 1 -3
1 46 -3
2 42 44
2 30 37
2 6 22
2 1 43
1 40 -3
2 20 28
1 16 -2
2 17 33
1 45 1
2 15 32
2 28 31
1 38 1
2 2 6
1 38 -1
1 6 3
1 8 1
1 6 -4
2 16 22
1 14 2
1 26 3
1 12 -1
2 22 35
2 18 32
2 17 37
1 30 0
1 11 4
2 28 38
1 28 0
2 15 42
1 27 2
1 21 -5
1 11 -2
2 2 43
2 14 23
2 2 11
1 1 4
1 28 4
1 20 -2
1 5 -5
1 17 -3
1 12 -2
1 35 0
2 23 31
2 33 43
1 35 4
1 10 -4
2 19 20
1 41 0
2 28 30
1 16 1
2 17 38
2 5 25
2 12 41
1 10 3
2 16 30
2 1 21
1 28 1
2 10 36
1 1 0
2 8 45
2 8 45
2 18 25
2 33 40
1 18 -2
2 16 38
1 41 -5
1 39 4
2 29 34
1 31 5
1 36 -3
2 13 29
1 33 -4
1 8 1
1 19 0
1 4 -4
2 5 24
2 5 25
1 31 -5
2 24 35
1 8 -4
1 8 -5
2 10 12
102 136
1 36 39614443
2 7 72
1 38 39614443
1 35 39614443
2 48 74
1 97 39614443
2 2 62
2 27 67
1 59 39614443
1 84 39614443
2 27 71
2 41 67
1 10 39614443
2 22 69
2 20 38
2 9 71
2 62 99
2 43 70
2 21 48
1 78 39614443
2 75 101
1 45 39614443
1 42 39614443
2 32 86
1 60 39614443
1 85 39614443
1 23 39614443
1 63 39614443
2 20 35
2 29 62
2 13 41
1 91 39614443
2 9 52
2 5 39
2 43 95
2 44 56
1 78 39614443
2 35 77
1 51 39614443
1 36 39614443
2 56 76
2 62 100
1 32 39614443
1 17 39614443
2 87 89
2 18 27
1 78 39614443
2 36 50
2 50 73
1 44 39614443
2 11 52
1 55 39614443
1 32 39614443
1 11 39614443
1 2 39614443
1 88 39614443
1 28 39614443
1 8 39614443
2 29 52
2 32 85
2 63 91
1 53 39614443
2 6 18
1 87 39614443
1 95 39614443
2 22 45
1 72 39614443
1 31 39614443
1 89 39614443
2 20 96
1 54 39614443
2 9 77
1 6 39614443
1 28 39614443
2 23 35
1 42 39614443
2 39 94
2 13 54
1 68 39614443
2 23 75
1 33 39614443
2 98 101
2 32 91
1 60 39614443
1 30 39614443
2 36 61
1 59 39614443
1 32 39614443
2 66 99
1 9 39614443
1 18 39614443
1 60 39614443
2 63 88
2 57 60
1 101 39614443
2 11 30
1 94 39614443
1 14 39614443
1 1 39614443
1 22 39614443
1 1 39614443
1 16 39614443
2 92 92
2 8 13
1 87 39614443
1 67 39614443
2 7 25
2 42 51
2 52 70
1 56 39614443
2 14 63
2 73 96
1 41 39614443
2 73 101
2 47 71
2 52 61
1 54 39614443
1 78 39614443
1 59 39614443
2 0 63
2 92 100
2 21 77
2 0 67
2 39 60
2 8 64
1 66 39614443
1 7 39614443
1 35 39614443
2 6 40
2 19 42
1 55 39614443
1 95 39614443
1 14 39614443
1 26 39614443
2 3 37
2 60 90
1 65
1 0 299911662
1 0 280649289
2 0 0
1 0 319008509
1 0 869081281
1 0 -667854275
1 0 -182985325
2 0 0
1 0 442908947
1 0 -732798030
1 0 -930760490
2 0 0
1 0 422872320
2 0 0
1 0 502455438
1 0 -514203039
1 0 71169072
1 0 -990448625
1 0 507403989
1 0 -450737408
2 0 0
1 0 -450095933
1 0 699799923
2 0 0
2 0 0
2 0 0
1 0 509673530
1 0 936320446
1 0 861183147
2 0 0
1 0 400065788
1 0 -144362212
1 0 171698798
2 0 0
1 0 992553467
1 0 -734541947
1 0 283502899
2 0 0
2 0 0
2 0 0
1 0 464190533
2 0 0
2 0 0
2 0 0
2 0 0
1 0 207271813
1 0 -806561927
1 0 -920158255
1 0 -263064393
1 0 2087036
2 0 0
2 0 0
1 0 -884535907
1 0 -286037299
1 0 121456946
1 0 228606643
1 0 680753340
1 0 527789064
2 0 0
1 0 -77343396
2 0 0
1 0 -356527754
2 0 0
1 0 209746705
1 0 704567199
25 64
2 6 9
1 18 -4
2 8 11
2 2 15
1 12 1
2 3 17
1 22 1
1 12 3
2 20 23
2 19 20
1 14 3
2 6 9
1 0 4
1 17 -5
1 21 1
1 5 2
1 11 5
1 4 0
1 19 -1
2 8 23
1 22 -3
1 22 1
1 5 -5
2 0 22
2 13 21
1 2 1
1 1 -2
1 3 0
2 3 15
2 9 18
2 9 19
2 8 13
1 24 -5
2 5 24
2 1 6
1 13 -5
1 18 4
2 2 15
2 12 15
1 9 4
2 0 20
1 5 -1
1 0 5
1 18 -1
2 13 15
2 13 14
2 6 20
2 0 20
1 23 4
2 2 5
2 15 24
1 4 2
2 14 17
2 0 2
1 17 -1
2 2 24
1 10 4
1 7 -3
1 14 -4
1 1 4
2 5 8
1 9 -5
2 0 24
2 1 14
1 1
2 0 0
1 157
2 0 0
2 0 0
2 0 0
1 0 -639159497
2 0 0
1 0 -603165685
2 0 0
1 0 -857697197
2 0 0
1 0 445217023
1 0 -310169777
2 0 0
1 0 193111874
2 0 0
2 0 0
1 0 391295017
2 0 0
2 0 0
2 0 0
1 0 814542240
1 0 -849992695
2 0 0
1 0 200659381
1 0 548749690
1 0 -177628182
1 0 -40927328
1 0 664730902
2 0 0
1 0 740952706
1 0 214572599
1 0 -53867073
1 0 974818072
1 0 297813106
1 0 696150382
1 0 280355076
1 0 884678088
1 0 1236015
2 0 0
2 0 0
2 0 0
1 0 850694093
2 0 0
2 0 0
1 0 326642780
1 0 -662895694
1 0 522809290
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 362200342
1 0 958237892
2 0 0
2 0 0
1 0 143397660
2 0 0
1 0 -915779693
1 0 -651612746
1 0 -252772599
2 0 0
1 0 -909714361
1 0 358408946
2 0 0
2 0 0
2 0 0
1 0 129484826
1 0 182265518
1 0 227627976
2 0 0
2 0 0
1 0 -603445368
1 0 70762233
1 0 426229112
2 0 0
1 0 -52069760
2 0 0
1 0 -56788131
2 0 0
1 0 -298296129
2 0 0
1 0 -935900419
1 0 932400587
1 0 -333992895
1 0 409688327
2 0 0
1 0 571120275
1 0 767553771
2 0 0
2 0 0
1 0 335183986
1 0 64246896
1 0 698792271
2 0 0
1 0 863825702
2 0 0
2 0 0
2 0 0
1 0 247344693
1 0 -883936231
1 0 466509663
2 0 0
1 0 605446482
2 0 0
2 0 0
2 0 0
2 0 0
1 0 -937370975
1 0 350696993
1 0 -834606091
2 0 0
2 0 0
1 0 746975945
1 0 -712695446
1 0 481885172
2 0 0
1 0 -323506017
1 0 342509777
1 0 -174976430
1 0 129286774
1 0 694378760
2 0 0
2 0 0
1 0 360745248
1 0 773307230
1 0 922849977
2 0 0
1 0 595284490
1 0 855980382
1 0 -385964602
2 0 0
2 0 0
1 0 104133812
1 0 689460016
1 0 742522892
1 0 340620671
2 0 0
2 0 0
1 0 -251647408
1 0 823982289
2 0 0
2 0 0
2 0 0
1 0 768407288
2 0 0
2 0 0
2 0 0
1 0 -412883839
1 0 818707820
1 0 -218638221
2 0 0
1 0 730505822
2 0 0
1 0 127803259
1 309
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
1 0 921496340
1 0 921496340
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 921496340
1 0 921496340
2 0 0
1 0 921496340
1 0 921496340
100 163
1 7 -294494420
1 59 -294494420
2 87 98
1 89 -294494420
1 36 -294494420
2 48 60
1 79 -294494420
2 5 93
1 81 -294494420
2 68 87
2 31 35
2 40 68
1 34 -294494420
2 50 95
2 13 48
2 32 42
1 62 -294494420
1 60 -294494420
1 33 -294494420
2 0 24
2 55 62
2 69 80
2 27 42
1 41 -294494420
2 68 70
1 85 -294494420
1 90 -294494420
2 57 69
1 0 -294494420
1 81 -294494420
1 4 -294494420
2 76 82
2 9 46
1 80 -294494420
1 77 -294494420
1 20 -294494420
2 58 59
1 39 -294494420
1 97 -294494420
1 60 -294494420
2 8 88
1 41 -294494420
1 89 -294494420
1 78 -294494420
2 46 60
2 0 92
1 62 -294494420
2 17 98
2 16 46
2 45 66
1 15 -294494420
1 50 -294494420
2 2 50
2 10 17
1 16 -294494420
2 28 32
2 25 66
2 25 56
2 27 43
2 61 95
2 39 93
1 26 -294494420
1 85 -294494420
1 4 -294494420
1 50 -294494420
2 27 64
1 77 -294494420
1 98 -294494420
2 67 76
2 2 2
2 95 98
1 42 -294494420
1 86 -294494420
2 4 75
2 25 35
1 63 -294494420
1 25 -294494420
1 31 -294494420
2 82 86
2 52 71
1 95 -294494420
1 70 -294494420
1 59 -294494420
2 71 75
2 42 82
2 31 99
1 76 -294494420
2 0 8
1 81 -294494420
2 60 90
2 62 72
1 88 -294494420
2 27 83
1 52 -294494420
1 99 -294494420
2 20 65
2 14 30
1 1 -294494420
1 1 -294494420
2 29 38
2 3 48
1 85 -294494420
1 96 -294494420
2 25 87
1 69 -294494420
1 2 -294494420
1 52 -294494420
1 83 -294494420
2 1 98
1 55 -294494420
1 62 -294494420
1 98 -294494420
2 17 19
2 29 78
2 44 83
2 82 83
1 18 -294494420
1 11 -294494420
2 4 22
1 37 -294494420
1 23 -294494420
2 10 76
2 4 27
1 33 -294494420
1 54 -294494420
2 26 61
1 2 -294494420
1 86 -294494420
1 25 -294494420
2 6 44
2 0 37
1 27 -294494420
2 38 73
1 99 -294494420
2 77 89
1 30 -294494420
2 22 25
1 13 -294494420
2 57 60
1 26 -294494420
1 30 -294494420
1 25 -294494420
2 5 90
2 90 95
1 12 -294494420
1 60 -294494420
1 33 -294494420
1 17 -294494420
2 34 89
2 16 99
2 69 80
2 29 95
2 21 86
2 0 14
2 25 91
2 68 71
2 58 81
2 4 4
1 6 -294494420
2 44 98
1 3 -294494420
2 61 98
1 30 -294494420
59 125
2 2 41
1 36 1000000000
2 56 56
1 12 -1000000000
2 40 54
1 42 -1000000000
1 24 1000000000
1 13 -1000000000
1 29 1000000000
1 49 -1000000000
1 32 -1000000000
2 40 49
1 25 1000000000
1 49 -1000000000
2 5 38
1 27 -1000000000
2 7 37
1 52 -1000000000
1 25 -1000000000
2 1 54
2 3 25
2 31 51
2 44 47
1 31 -1000000000
2 9 58
1 4 1000000000
2 10 24
1 52 1000000000
2 17 23
1 31 1000000000
2 17 41
2 15 49
2 11 33
1 43 1000000000
1 47 1000000000
2 40 53
2 9 41
2 5 46
1 44 1000000000
2 2 8
1 27 -1000000000
1 43 1000000000
1 35 1000000000
2 25 32
2 11 15
1 24 -1000000000
2 50 55
1 51 -1000000000
2 25 53
1 56 1000000000
2 9 11
2 45 47
1 38 1000000000
1 13 -1000000000
2 24 28
2 24 29
1 11 -1000000000
1 39 -1000000000
2 21 23
2 6 21
2 6 40
1 40 -1000000000
2 26 30
2 31 40
1 48 -1000000000
1 33 1000000000
2 33 57
2 18 47
1 51 1000000000
2 12 54
2 3 5
1 58 1000000000
1 28 1000000000
2 2 13
1 2 -1000000000
2 17 19
2 15 28
1 33 -1000000000
2 28 48
1 58 1000000000
1 54 -1000000000
2 17 56
1 36 -1000000000
2 32 36
2 19 42
1 41 -1000000000
2 4 41
2 25 37
2 12 38
1 43 -1000000000
1 36 1000000000
1 44 -1000000000
2 30 56
1 40 -1000000000
2 45 58
1 25 -1000000000
2 45 50
1 12 -1000000000
2 27 33
1 49 1000000000
2 32 34
1 10 1000000000
1 8 1000000000
2 8 45
2 19 55
2 48 58
1 11 1000000000
1 1 1000000000
1 47 -1000000000
2 13 23
2 11 16
1 34 -1000000000
1 33 1000000000
1 50 -1000000000
1 53 1000000000
2 28 54
2 19 52
2 8 30
1 1 1000000000
1 30 1000000000
1 43 1000000000
2 36 50
1 23 -1000000000
1 13 1000000000
1 53 -1000000000
86 389
2 32 82
1 30 -1000000000
1 32 -1000000000
1 57 -1000000000
1 43 -1000000000
2 67 79
1 15 -1000000000
1 70 1000000000
2 19 45
1 69 1000000000
2 4 41
2 20 33
1 25 1000000000
2 29 48
1 72 1000000000
1 56 -1000000000
1 32 -1000000000
2 59 62
1 77 1000000000
1 62 -1000000000
2 48 68
1 3 1000000000
2 24 81
2 31 52
2 63 83
2 38 44
1 72 1000000000
1 44 1000000000
2 0 77
1 66 -1000000000
2 28 44
1 62 -1000000000
2 77 85
1 9 1000000000
2 48 74
1 27 1000000000
2 10 83
1 21 -1000000000
1 66 -1000000000
1 40 1000000000
2 11 70
1 46 1000000000
2 7 21
2 1 60
1 35 1000000000
2 34 41
1 23 1000000000
2 23 79
2 0 6
2 5 15
1 55 -1000000000
2 14 47
1 19 1000000000
2 0 27
1 42 -1000000000
1 14 1000000000
1 31 1000000000
2 6 67
1 7 1000000000
2 42 71
2 9 48
1 7 1000000000
1 7 1000000000
2 20 68
1 79 -1000000000
1 79 1000000000
2 15 57
2 54 58
1 66 1000000000
2 6 64
1 68 1000000000
2 10 83
1 76 -1000000000
1 34 -1000000000
2 9 9
2 22 46
2 24 60
1 83 -1000000000
2 50 65
1 53 1000000000
1 8 1000000000
1 50 -1000000000
2 9 24
1 11 1000000000
2 11 33
1 0 -1000000000
1 39 1000000000
1 29 1000000000
1 22 -1000000000
1 53 1000000000
1 64 1000000000
1 83 -1000000000
2 2 75
2 27 47
2 19 31
2 4 16
1 71 -1000000000
2 3 28
1 83 1000000000
1 50 1000000000
1 26 1000000000
2 2 51
1 11 1000000000
1 53 1000000000
1 32 1000000000
2 14 19
2 38 65
2 61 76
2 21 82
2 36 73
1 75 -1000000000
1 64 1000000000
2 18 26
1 56 -1000000000
1 14 1000000000
1 32 1000000000
2 18 49
2 9 46
2 49 78
2 35 61
2 13 57
1 47 -1000000000
1 50 -1000000000
2 49 55
2 12 32
2 27 47
1 75 1000000000
1 18 1000000000
1 14 1000000000
1 77 1000000000
2 29 74
2 10 63
2 22 84
1 21 -1000000000
2 45 60
2 16 63
1 54 -1000000000
1 44 -1000000000
1 2 -1000000000
1 33 1000000000
1 19 1000000000
2 75 77
1 72 1000000000
2 23 79
1 31 1000000000
1 9 -1000000000
1 27 1000000000
1 76 1000000000
2 2 42
1 9 1000000000
1 40 1000000000
1 58 1000000000
2 4 45
2 8 17
2 51 51
1 20 1000000000
2 6 47
1 0 1000000000
1 20 1000000000
2 9 81
1 79 1000000000
1 23 1000000000
2 22 52
2 20 25
1 52 -1000000000
2 3 29
2 15 24
1 48 1000000000
2 30 71
1 69 -1000000000
1 10 1000000000
2 56 80
2 4 61
2 23 75
1 45 1000000000
1 53 -1000000000
2 10 31
2 13 17
2 42 62
2 3 34
1 83 -1000000000
2 37 46
1 13 -1000000000
2 65 73
1 1 1000000000
1 20 1000000000
1 32 1000000000
1 15 1000000000
1 67 -1000000000
1 62 1000000000
2 8 85
2 61 77
1 59 -1000000000
2 25 72
2 25 60
2 13 40
2 42 50
1 50 -1000000000
1 11 -1000000000
2 9 33
2 11 77
1 73 1000000000
2 49 78
2 59 67
2 76 77
2 41 69
1 22 -1000000000
2 39 45
1 35 -1000000000
2 68 73
2 35 42
1 20 -1000000000
1 50 1000000000
2 32 50
2 25 59
1 44 -1000000000
1 56 -1000000000
1 69 -1000000000
2 7 17
1 6 -1000000000
2 9 31
1 43 1000000000
1 65 -1000000000
1 71 -1000000000
2 29 39
2 24 55
1 79 1000000000
2 31 64
1 73 -1000000000
2 6 29
1 30 1000000000
1 22 -1000000000
2 38 64
1 16 -1000000000
2 39 49
1 9 -1000000000
1 57 -1000000000
1 7 1000000000
2 64 75
2 15 31
2 46 67
2 77 84
1 39 1000000000
1 9 1000000000
1 14 -1000000000
1 36 -1000000000
2 0 83
2 32 62
1 13 -1000000000
2 0 81
1 6 -1000000000
2 50 75
2 22 50
2 2 21
2 23 41
1 82 1000000000
1 41 -1000000000
1 59 -1000000000
2 35 73
2 16 36
1 19 -1000000000
1 58 1000000000
1 58 -1000000000
1 43 1000000000
2 51 76
1 43 -1000000000
2 24 79
1 28 -1000000000
2 51 52
2 31 47
2 19 85
2 2 19
2 18 61
1 22 1000000000
1 18 1000000000
2 11 18
2 68 83
1 25 -1000000000
2 13 74
2 66 69
2 27 32
2 16 51
1 6 1000000000
1 8 -1000000000
2 47 50
1 9 -1000000000
1 65 -1000000000
1 50 -1000000000
1 40 -1000000000
2 26 57
2 3 59
1 71 1000000000
2 28 77
2 5 84
2 20 22
1 64 -1000000000
2 2 65
1 83 -1000000000
1 83 -1000000000
1 81 1000000000
2 44 83
1 76 1000000000
1 52 1000000000
1 62 -1000000000
2 44 56
2 66 69
2 9 82
1 4 1000000000
2 0 80
2 5 81
2 36 37
1 72 1000000000
1 1 1000000000
2 40 59
2 7 24
2 17 39
1 0 -1000000000
1 13 1000000000
1 51 -1000000000
1 4 1000000000
1 73 1000000000
2 2 74
2 62 82
2 43 46
1 18 1000000000
1 72 -1000000000
2 3 51
2 36 64
2 28 45
1 85 -1000000000
2 41 83
1 31 -1000000000
1 18 1000000000
2 49 70
2 75 81
1 60 -1000000000
1 45 -1000000000
1 9 -1000000000
1 7 -1000000000
1 62 1000000000
2 58 62
2 15 52
1 28 -1000000000
2 25 53
1 49 1000000000
1 69 1000000000
1 6 -1000000000
1 32 -1000000000
1 85 -1000000000
1 70 1000000000
1 79 -1000000000
2 38 80
2 8 36
1 80 -1000000000
1 58 1000000000
1 10 -1000000000
1 44 1000000000
2 47 55
1 2 1000000000
1 39 1000000000
1 34 -1000000000
1 11 1000000000
2 52 70
2 29 42
2 54 83
1 68 1000000000
1 43 -1000000000
2 19 36
1 58 1000000000
1 71 -1000000000
1 12 -1000000000
1 44 1000000000
2 5 25
1 47 -1000000000
2 14 20
2 39 61
1 12 -1000000000
2 66 66
2 21 47
2 37 75
2 11 51
1 54 1000000000
2 3 37
1 84 1000000000
2 18 81
2 58 82
1 27 -1000000000
2 4 71
2 21 81
1 380
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
2 0 0
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
1 0 875669987
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 875669987
2 0 0
2 0 0
1 0 875669987
1 0 875669987
2 0 0
1 0 875669987
1 0 875669987
35 33
2 28 29
1 32 1000000000
1 30 -1000000000
2 10 33
2 8 18
1 25 -1000000000
2 11 25
1 21 1000000000
1 3 -1000000000
1 6 -1000000000
2 0 5
2 27 28
1 13 1000000000
1 1 1000000000
1 7 -1000000000
1 9 1000000000
2 10 13
1 8 -1000000000
